book,formation_index,formation,play_index,play,man_slot,man_position,zone_slot,zone_position,boundary,rule,image
STL,28,4-3,125,Combo Inside Zone,9,CB2,4,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 4) and takes a zone at X +15, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",STL-p125-f28.png
STL,28,4-3,125,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 18 yards. OLB starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",STL-p125-f28.png
STL,29,Nickel,125,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",STL-p125-f29.png
STL,29,Nickel,125,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",STL-p125-f29.png
STL,30,Dime,125,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",STL-p125-f30.png
STL,30,Dime,125,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",STL-p125-f30.png
TB,32,4-3,12,Combo Inside Zone,9,CB2,4,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 4) and takes a zone at X +15, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TB-p012-f32.png
TB,32,4-3,12,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 18 yards. OLB starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TB-p012-f32.png
TB,33,Nickel,12,Combo Inside Zone,9,CB2,4,OLB,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 4) and takes a zone at X +15, depth 18 yards. OLB starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TB-p012-f33.png
TB,33,Nickel,12,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TB-p012-f33.png
TB,34,Dime,12,Combo Inside Zone,9,CB2,4,CB4,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals CB4 (slot 4) and takes a zone at X +15, depth 18 yards. CB4 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TB-p012-f34.png
TB,34,Dime,12,Combo Inside Zone,10,CB,6,CB3,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals CB3 (slot 6) and takes a zone at X -15, depth 18 yards. CB3 starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TB-p012-f34.png
TB,32,4-3,14,Weak Combo Strong Zone,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 9 yards. FS starts with a zone landmark at X +9, depth 12 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TB-p014-f32.png
TEN,21,4-3,14,Combo Inside Zone,9,CB2,4,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 4) and takes a zone at X +15, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TEN-p014-f21.png
TEN,21,4-3,14,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 18 yards. OLB starts with a zone landmark at X -8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",TEN-p014-f21.png
TEN,22,Nickel,28,Combo Strong Zone,,,,,,"OLB (slot 4) has a zone-to-man continuation, waiting for its own slot signal; its later man node names CB2 (slot 9) as partner. The stored partner slots are not reciprocal. Live effect is unproved.",TEN-p028-f22.png
TEN,22,Nickel,28,Combo Strong Zone,,,,,,"CB2 (slot 9) has a man-to-zone rule when the receiver moves left past the defender and the midpoint between that defender and the game's reference player. It signals DE2 (slot 0), then takes a zone at X +14, depth 18 yards. The stored partner slots are not reciprocal. Live effect is unproved.",TEN-p028-f22.png
TEN,23,Dime,28,Combo Strong Zone,,,,,,"CB3 (slot 4) has a zone-to-man continuation, waiting for its own slot signal; its later man node names CB2 (slot 9) as partner. The stored partner slots are not reciprocal. Live effect is unproved.",TEN-p028-f23.png
TEN,23,Dime,28,Combo Strong Zone,,,,,,"CB2 (slot 9) has a man-to-zone rule when the receiver moves left past the defender and the midpoint between that defender and the game's reference player. It signals DE2 (slot 0), then takes a zone at X +14, depth 18 yards. The stored partner slots are not reciprocal. Live effect is unproved.",TEN-p028-f23.png
WAS,26,Nickel,25,Zone Double Steal,9,CB2,7,FS,7,"CB2 (slot 9) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals FS (slot 7) and takes a zone at X +15, depth 12 yards. FS starts with a zone landmark at X +15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",WAS-p025-f26.png
WAS,26,Nickel,25,Zone Double Steal,10,CB,8,SS,7,"CB (slot 10) starts in man. When the receiver goes beyond the defender and reaches 15 yards downfield, it signals SS (slot 8) and takes a zone at X -15, depth 12 yards. SS starts with a zone landmark at X -15, depth 15 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",WAS-p025-f26.png
WAS,27,Dime,35,Combo Strong Zone,,,,,,"CB4 (slot 4) has a zone-to-man continuation, waiting for its own slot signal; its later man node names CB2 (slot 9) as partner. The stored partner slots are not reciprocal. Live effect is unproved.",WAS-p035-f27.png
WAS,27,Dime,35,Combo Strong Zone,,,,,,"CB2 (slot 9) has a man-to-zone rule when the receiver moves left past the defender and the midpoint between that defender and the game's reference player. It signals DE2 (slot 0), then takes a zone at X +14, depth 18 yards. The stored partner slots are not reciprocal. Live effect is unproved.",WAS-p035-f27.png
WCO,28,3-4,34,Combo Strong Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +14, depth 18 yards. OLB2 starts with a zone landmark at X +8, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",WCO-p034-f28.png
WCO,28,3-4,39,Combo Inside Zone,9,CB2,0,OLB2,13,"CB2 (slot 9) starts in man. When the receiver moves left past the defender and the midpoint between that defender and the game's reference player, it signals OLB2 (slot 0) and takes a zone at X +15, depth 15 yards. OLB2 starts with a zone landmark at X +10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",WCO-p039-f28.png
WCO,28,3-4,39,Combo Inside Zone,10,CB,6,OLB,14,"CB (slot 10) starts in man. When the receiver moves right past the defender and the midpoint between that defender and the game's reference player, it signals OLB (slot 6) and takes a zone at X -15, depth 15 yards. OLB starts with a zone landmark at X -10, depth 10 yards, then changes from zone to man. The receiver position is predicted 0.2 seconds ahead; live pickup remains native.",WCO-p039-f28.png
